acc	feature	start..end	content_fraction	content_count	 length
P51587	prediction-disorder-vsl	1..8,23..78,96..100,105..158,167..388,418..477,490..552,598..612,624..760,785..891,905..905,937..938,955..961,981..986,1004..1028,1055..1140,1142..1142,1145..1145,1177..1181,1245..1351,1353..1353,1355..1355,1374..1383,1392..1446,1452..1474,1508..1557,1590..1633,1635..1661,1677..1684,1718..1800,1802..1838,1872..1887,1897..2035,2054..2071,2090..2164,2182..2200,2202..2202,2209..2318,2339..2376,2392..2392,2409..2480,2486..2510,2512..2512,2555..2559,2591..2598,2663..2687,2689..2713,2843..2890,2926..2964,2979..2983,3011..3026,3028..3036,3128..3131,3148..3158,3161..3162,3189..3199,3213..3418	0.654	2236	
P51587	prediction-low_complexity-pfilt	2859..2879	0.006	21	
P51587	prediction-disorder-dis465	1..5,7..7,37..53,114..124,173..177,186..201,253..265,299..307,321..328,340..345,358..360,377..387,457..457,460..460,469..475,491..497,531..540,604..606,642..659,715..727,749..752,1058..1063,1177..1180,1250..1263,1338..1342,1398..1406,1510..1510,1549..1560,1645..1652,1675..1683,1743..1747,1913..1913,1967..1970,1982..1991,2006..2006,2020..2028,2059..2065,2094..2101,2117..2125,2241..2243,2304..2311,2436..2442,2495..2504,2526..2532,2701..2712,2847..2854,2874..2881,2952..2963,2979..2983,3014..3022,3032..3034,3193..3198,3236..3262,3295..3304,3356..3377,3391..3410,3412..3413,3415..3418	0.139	474	
P51587	prediction-disorder-disHL	1..10,19..22,49..57,61..62,64..68,101..128,151..157,159..160,166..177,188..192,197..202,217..228,233..241,253..255,258..258,261..274,283..291,306..348,357..369,372..373,375..384,417..418,420..420,422..424,427..433,437..462,465..466,468..472,490..499,516..528,547..551,568..569,581..586,594..605,647..663,669..688,706..709,716..723,738..748,767..767,769..780,788..801,811..818,827..836,846..856,858..870,875..875,877..882,905..914,933..940,966..976,1015..1018,1021..1023,1058..1062,1097..1098,1124..1130,1137..1146,1170..1180,1193..1200,1206..1212,1250..1266,1277..1288,1296..1303,1314..1345,1354..1359,1398..1411,1416..1418,1423..1425,1428..1431,1461..1469,1491..1501,1506..1535,1546..1563,1587..1597,1599..1600,1602..1602,1612..1620,1625..1636,1642..1658,1676..1682,1694..1704,1724..1728,1777..1787,1792..1803,1815..1822,1833..1837,1861..1866,1874..1884,1967..1969,1981..1987,2017..2040,2089..2111,2113..2116,2118..2130,2179..2208,2214..2222,2250..2261,2266..2289,2300..2314,2326..2336,2348..2354,2369..2379,2383..2389,2398..2417,2427..2446,2458..2461,2496..2512,2529..2534,2606..2613,2644..2650,2656..2670,2674..2683,2698..2713,2756..2762,2781..2784,2826..2835,2875..2890,2955..2970,2975..2999,3001..3003,3011..3021,3029..3039,3189..3193,3209..3214,3216..3216,3242..3265,3273..3283,3294..3304,3308..3324,3353..3359,3362..3381,3391..3418	0.402	1373	
P51587	homology-domain-pfam	1003..1035,1213..1245,1422..1453,1518..1550,1665..1695,1973..2004,2053..2083,2482..2667,2670..2794,2831..2872,3052..3185	0.208	712	
P51587	prediction-lip-anchor	11..33,74..92,98..105,132..140,145..145,160..167,204..212,231..234,245..248,308..315,352..354,387..403,408..419,477..488,498..508,589..594,701..701,733..737,760..760,778..786,821..835,839..839,888..895,916..916,921..923,926..928,946..950,1043..1048,1166..1167,1240..1241,1268..1273,1290..1299,1305..1306,1357..1370,1387..1393,1443..1449,1633..1636,1667..1673,1709..1717,1749..1764,1890..1891,2014..2015,2045..2047,2079..2081,2083..2086,2129..2133,2151..2155,2166..2178,2211..2212,2228..2231,2233..2233,2252..2256,2278..2280,2289..2293,2319..2334,2356..2366,2376..2385,2404..2426,2465..2472,2480..2484,2510..2511,2689..2689,2820..2822,2866..2866,2904..2905,2915..2921,3227..3232,3270..3276,3289..3291,3328..3334,3344..3353,3380..3387,3415..3418	0.143	489	
P51587	prediction-disorder-mobidb_lite	37..68,358..381,2430..2450,3393..3418	0.03	103	
P51587	prediction-polar-mobidb_lite_sub	362..378	0.005	17	
P51587	prediction-polyampholyte-mobidb_lite_sub	2430..2450,3398..3418	0.012	42	
P51587	prediction-disorder-th_50	1..9,36..69,106..123,176..178,181..184,186..201,250..274,284..285,287..287,324..329,334..336,340..345,356..384,431..472,517..536,604..605,644..645,647..657,715..724,749..749,794..801,855..855,860..860,862..863,866..866,870..870,1097..1099,1102..1103,1250..1263,1314..1345,1400..1411,1501..1503,1506..1512,1514..1515,1517..1520,1549..1556,1602..1602,1645..1651,1723..1739,1743..1747,1834..1837,2020..2034,2094..2101,2103..2111,2116..2120,2136..2139,2141..2148,2185..2188,2241..2243,2246..2246,2249..2252,2267..2267,2300..2315,2348..2351,2400..2400,2427..2427,2430..2461,2496..2501,2701..2712,2873..2886,2955..2963,3014..3020,3189..3198,3242..3259,3278..3283,3295..3304,3309..3312,3315..3316,3319..3321,3363..3377,3391..3418	0.187	639	
P51587	prediction-low_complexity-merge	193..207,1741..1753,2052..2063,2792..2813,2844..2879,3274..3285	0.032	110	
P51587	homology-domain-merge	1003..1035,1213..1245,1422..1453,1518..1550,1665..1695,1973..2004,2053..2083,2482..2667,2670..2794,2831..2872,3052..3185	0.208	712	
P51587	curated-disorder-disprot	21..39	0.006	19	
P51587	curated-disorder-ideal	21..23,38..39,1517..1518	0.002	7	
P51587	curated-disorder-merge	21..39,1517..1518	0.006	21	
P51587	curated-disorder-priority	21..39,1517..1518	0.006	21	
P51587	curated-lip-dibs	21..39	0.006	19	
P51587	curated-lip-disprot	21..39	0.006	19	
P51587	curated-lip-elm	27..35,190..196,1114..1119	0.006	22	
P51587	curated-lip-merge	21..39,190..196,1114..1119	0.009	32	
P51587	curated-lip-priority	21..39,190..196,1114..1119	0.009	32	
P51587	derived-binding_mode_disorder_to_disorder-mobi	21..23,38..39,194..198,1244..1250,1517..1518	0.006	19	
P51587	derived-binding_mode_disorder_to_disorder-priority	21..23,38..39,194..198,1244..1250,1517..1518	0.006	19	
P51587	derived-binding_mode_disorder_to_order-mobi	1230..1243	0.004	14	
P51587	derived-binding_mode_disorder_to_order-priority	1230..1243	0.004	14	
P51587	derived-lip-merge	24..37,199..210,1226..1243,1251..1253,1519..1551,2055..2064	0.026	90	
P51587	derived-lip-priority	199..210,1226..1243,1251..1253,1519..1551,2055..2064	0.022	76	
P51587	derived-lip-th_90	24..37,199..210,1226..1243,1251..1253,1519..1551,2055..2064	0.026	90	
P51587	derived-missing_residues-priority	194..198,1244..1250	0.004	12	
P51587	derived-missing_residues-th_90	21..23,38..39,194..198,1244..1250,1517..1518	0.006	19	
P51587	derived-missing_residues_context_dependent-th_90	1230..1243,1251..1253	0.005	17	
P51587	derived-observed-priority	199..210,1226..1229,1519..1551,2054..2064	0.018	60	
P51587	derived-observed-th_90	24..37,199..210,1226..1229,1519..1551,2054..2064	0.022	74	
P51587	prediction-disorder-priority	40..68,358..381,2430..2450,3393..3418	0.029	100	
P51587	prediction-lip-priority	11..20,74..92,98..105,132..140,145..145,160..167,211..212,231..234,245..248,308..315,352..354,387..403,408..419,477..488,498..508,589..594,701..701,733..737,760..760,778..786,821..835,839..839,888..895,916..916,921..923,926..928,946..950,1043..1048,1166..1167,1268..1273,1290..1299,1305..1306,1357..1370,1387..1393,1443..1449,1633..1636,1667..1673,1709..1717,1749..1764,1890..1891,2014..2015,2045..2047,2079..2081,2083..2086,2129..2133,2151..2155,2166..2178,2211..2212,2228..2231,2233..2233,2252..2256,2278..2280,2289..2293,2319..2334,2356..2366,2376..2385,2404..2426,2465..2472,2480..2484,2510..2511,2689..2689,2820..2822,2866..2866,2904..2905,2915..2921,3227..3232,3270..3276,3289..3291,3328..3334,3344..3353,3380..3387,3415..3418	0.137	467	
P84040	prediction-disorder-iupl	1..18,22..23	0.194	20	
P84040	prediction-low_complexity-seg	3..21	0.184	19	
P84040	prediction-disorder-vsl	1..31,76..80,99..103	0.398	41	
P84040	prediction-disorder-glo	1..2,4..4,6..7,9..16,94..94,96..96,99..99,101..103	0.184	19	
P84040	prediction-disorder-iups	1..28,100..103	0.311	32	
P84040	prediction-disorder-espX	1..20	0.194	20	
P84040	prediction-disorder-espD	1..69	0.67	69	
P84040	prediction-disorder-dis465	1..19,100..103	0.223	23	
P84040	prediction-disorder-disHL	1..58,72..85,93..103	0.806	83	
P84040	prediction-disorder-espN	1..20,100..103	0.233	24	
P84040	prediction-disorder-jronn	1..34	0.33	34	
P84040	homology-domain-gene3d	2..103	0.99	102	
P84040	homology-domain-pfam	35..96	0.602	62	
P84040	prediction-disorder-mobidb_lite	1..20	0.194	20	
P84040	prediction-disorder-th_50	1..28,100..103	0.311	32	
P84040	prediction-low_complexity-merge	3..21	0.184	19	
P84040	homology-domain-merge	2..102	0.981	101	
P84040	curated-disorder-disprot	22..102	0.786	81	
P84040	curated-disorder-merge	22..102	0.786	81	
P84040	curated-disorder-priority	22..102	0.786	81	
P84040	curated-lip-merge	1..103	1	103	
P84040	curated-lip-mfib	1..103	1	103	
P84040	curated-lip-priority	1..103	1	103	
P84040	derived-binding_mode_disorder_to_disorder-mobi	1..15	0.146	15	
P84040	derived-binding_mode_disorder_to_disorder-priority	1..15	0.146	15	
P84040	derived-binding_mode_disorder_to_order-mobi	16..31,45..46,99..103	0.223	23	
P84040	derived-binding_mode_disorder_to_order-priority	16..31,45..46,99..103	0.223	23	
P84040	derived-lip-merge	19..51,56..66,79..103	0.67	69	
P84040	derived-lip-th_90	26..26,36..45	0.107	11	
P84040	derived-missing_residues-priority	1..15	0.146	15	
P84040	derived-missing_residues-th_90	1..15	0.146	15	
P84040	derived-missing_residues_context_dependent-th_90	16..30,100..103	0.184	19	
P84040	derived-observed-th_90	31..99	0.67	69	
P84040	prediction-disorder-priority	16..20	0.049	5	
P68246	prediction-lip-anchor	17..29,44..53,62..70,99..104,118..140	0.333	61	
P68246	prediction-disorder-dis465	1..17,77..82,145..155,177..183	0.224	41	
P68246	prediction-disorder-disHL	1..6,13..18,71..80,86..96,98..115,127..136,140..183	0.574	105	
P68246	prediction-disorder-iups	1..16,148..148,150..150,155..155,166..166,172..183	0.175	32	
P68246	prediction-low_complexity-pfilt	58..78,86..106	0.23	42	
P68246	prediction-disorder-glo	1..2,48..56,180..180,182..183	0.077	14	
P68246	prediction-disorder-espD	1..44,84..92,95..95,139..183	0.541	99	
P68246	prediction-disorder-espN	1..14,42..42,50..57,148..152,171..183	0.224	41	
P68246	prediction-disorder-iupl	1..15,18..18,40..42,44..52,56..58,60..60,79..81,83..84,86..88,114..114,120..120,137..150,152..153,155..166,169..183	0.464	85	
P68246	prediction-disorder-espX	1..21,144..154,164..183	0.284	52	
P68246	prediction-disorder-jronn	1..67,71..108,110..119,140..160,177..183	0.781	143	
P68246	prediction-low_complexity-seg	8..15,29..41	0.115	21	
P68246	prediction-disorder-vsl	1..183	1	183	
P68246	homology-domain-pfam	15..145	0.716	131	
P68246	homology-domain-gene3d	1..161	0.88	161	
P68246	prediction-disorder-th_50	1..18,42..42,50..52,56..56,79..80,86..88,140..160,164..166,169..183	0.366	67	
P68246	prediction-low_complexity-merge	8..15,29..41,58..78,86..106	0.344	63	
P68246	homology-domain-merge	1..161	0.88	161	
P68246	curated-disorder-disprot	137..181	0.246	45	
P68246	curated-disorder-merge	137..181	0.246	45	
P68246	curated-disorder-priority	137..181	0.246	45	
P68246	derived-binding_mode_disorder_to_disorder-mobi	2..3	0.011	2	
P68246	derived-binding_mode_disorder_to_disorder-priority	2..3	0.011	2	
P68246	derived-binding_mode_disorder_to_order-mobi	120..131	0.066	12	
P68246	derived-binding_mode_disorder_to_order-priority	120..131	0.066	12	
P68246	derived-lip-merge	12..17,34..40,99..114	0.158	29	
P68246	derived-lip-priority	12..16,108..111	0.049	9	
P68246	derived-lip-th_90	12..16,108..111	0.049	9	
P68246	derived-missing_residues-priority	2..3	0.011	2	
P68246	derived-missing_residues-th_90	2..3	0.011	2	
P68246	derived-missing_residues_context_dependent-th_90	120..131,145..183	0.279	51	
P68246	derived-mobile-th_90	132..132,179..182	0.027	5	
P68246	derived-mobile_context_dependent-th_90	133..178,183..183	0.257	47	
P68246	derived-observed-priority	4..136	0.727	133	
P68246	derived-observed-th_90	4..144	0.77	141	
P68246	prediction-lip-priority	17..29,44..53,62..70,99..104,118..140	0.333	61	
Q99075	prediction-lip-anchor	5..19,68..78,176..179	0.144	30	
Q99075	prediction-disorder-iupl	31..53,56..57,82..100,205..205	0.216	45	
Q99075	prediction-low_complexity-pfilt	160..184	0.12	25	
Q99075	prediction-low_complexity-seg	92..105,162..182	0.168	35	
Q99075	prediction-disorder-vsl	1..4,25..123,191..208	0.582	121	
Q99075	prediction-disorder-glo	4..5,33..56,91..106,132..144,202..202,204..206	0.284	59	
Q99075	prediction-disorder-iups	1..1,33..59,61..62,64..64,72..72,78..102,202..208	0.308	64	
Q99075	prediction-disorder-espX	1..7,16..106,203..208	0.5	104	
Q99075	prediction-disorder-dis465	1..4,37..43,82..104,201..208	0.202	42	
Q99075	prediction-disorder-disHL	1..4,23..24,34..58,74..110,189..208	0.423	88	
Q99075	prediction-disorder-espN	1..4,24..48,54..56,79..107,137..141,190..191,201..208	0.365	76	
Q99075	prediction-disorder-jronn	25..59,75..105,195..208	0.385	80	
Q99075	homology-domain-pfam	112..142	0.149	31	
Q99075	prediction-disorder-mobidb_lite	33..56,82..104	0.226	47	
Q99075	prediction-disorder-th_50	1..4,31..58,78..106,201..208	0.332	69	
Q99075	prediction-low_complexity-merge	92..105,160..184	0.188	39	
Q99075	homology-domain-merge	112..142	0.149	31	
Q99075	curated-disorder-disprot	73..106	0.163	34	
Q99075	curated-disorder-ideal	73..106,186..208	0.274	57	
Q99075	curated-disorder-merge	73..106,186..208	0.274	57	
Q99075	curated-disorder-priority	73..106,186..208	0.274	57	
Q99075	curated-lip-dibs	185..208	0.115	24	
Q99075	curated-lip-ideal	186..208	0.111	23	
Q99075	curated-lip-merge	185..208	0.115	24	
Q99075	curated-lip-priority	185..208	0.115	24	
Q99075	derived-binding_mode_disorder_to_disorder-mobi	72..106	0.168	35	
Q99075	derived-binding_mode_disorder_to_disorder-priority	72..106	0.168	35	
Q99075	derived-lip-merge	121..125,142..146,185..191	0.082	17	
Q99075	derived-lip-priority	121..125,142..146	0.048	10	
Q99075	derived-lip-th_90	121..125,142..146,185..191	0.082	17	
Q99075	derived-missing_residues-priority	72..72	0.005	1	
Q99075	derived-missing_residues-th_90	72..106	0.168	35	
Q99075	derived-mobile-th_90	185..188,196..204,208..208	0.067	14	
Q99075	derived-mobile_context_dependent-th_90	189..195,205..207	0.048	10	
Q99075	derived-observed-priority	107..147,185..185	0.202	42	
Q99075	derived-observed-th_90	107..147,185..208	0.312	65	
Q99075	prediction-disorder-priority	33..56	0.115	24	
Q99075	prediction-lip-priority	5..19,68..78,176..179	0.144	30	
O95149	prediction-lip-anchor	4..15,30..35,58..59,103..105,121..122,285..288,331..346,352..360	0.15	54	
O95149	prediction-low_complexity-seg	36..56,73..89	0.106	38	
O95149	prediction-disorder-dis465	1..24,32..43,70..85,137..140,310..325,342..354,357..360	0.247	89	
O95149	prediction-disorder-disHL	1..1,16..42,50..61,63..87,134..134,136..148,152..164,215..220,270..270,298..298,330..332,339..360	0.347	125	
O95149	prediction-disorder-espN	1..44,60..91,113..117,136..142,156..166,210..224,267..272,316..334,337..360	0.453	163	
O95149	prediction-disorder-espX	1..47,64..85,314..360	0.322	116	
O95149	prediction-disorder-iupl	13..26,29..35,67..90,297..297,300..360	0.297	107	
O95149	prediction-disorder-espD	1..43,349..349	0.122	44	
O95149	prediction-disorder-iups	1..8,20..21,23..36,70..71,73..88,299..299,301..360	0.286	103	
O95149	prediction-disorder-jronn	1..55,61..93,138..140,142..142,150..167,213..223,298..360	0.511	184	
O95149	prediction-disorder-vsl	1..93,137..143,157..165,212..223,265..268,297..302,305..360	0.519	187	
O95149	prediction-disorder-glo	4..4,9..10,18..25,150..165,230..242,263..275,291..300,341..351,353..354,359..360	0.217	78	
O95149	homology-domain-pfam	25..64	0.111	40	
O95149	prediction-disorder-mobidb_lite	1..42,339..360	0.178	64	
O95149	prediction-polar-mobidb_lite_sub	1..36	0.1	36	
O95149	prediction-disorder-th_50	1..43,64..88,138..140,157..164,310..360	0.361	130	
O95149	prediction-low_complexity-merge	36..56,73..89	0.106	38	
O95149	homology-domain-merge	25..64	0.111	40	
O95149	curated-disorder-disprot	72..91,288..348	0.225	81	
O95149	curated-disorder-ideal	1..65,67..93,162..165,288..360	0.469	169	
O95149	curated-disorder-merge	1..65,67..93,162..165,288..360	0.469	169	
O95149	curated-disorder-priority	1..65,67..93,162..165,288..360	0.469	169	
O95149	curated-lip-elm	2..17	0.044	16	
O95149	curated-lip-ideal	1..65,301..360	0.347	125	
O95149	curated-lip-merge	1..65,301..360	0.347	125	
O95149	curated-lip-priority	1..65,301..360	0.347	125	
O95149	derived-binding_mode_disorder_to_disorder-mobi	74..89,301..345	0.169	61	
O95149	derived-binding_mode_disorder_to_disorder-priority	74..89,301..345	0.169	61	
O95149	derived-binding_mode_disorder_to_order-mobi	1..14,90..93,346..348	0.058	21	
O95149	derived-binding_mode_disorder_to_order-priority	1..14,90..93,346..348	0.058	21	
O95149	derived-lip-merge	1..5,26..66,352..360	0.153	55	
O95149	derived-lip-th_90	354..360	0.019	7	
O95149	derived-missing_residues-th_90	74..89,298..345	0.178	64	
O95149	derived-missing_residues_context_dependent-th_90	1..14,25..38,67..73,90..93,162..165,288..297,346..348	0.156	56	
O95149	derived-observed-priority	66..66,94..161,166..287	0.531	191	
O95149	derived-observed-th_90	15..24,39..71,93..161,166..287,349..360	0.683	246	
O95149	prediction-lip-priority	103..105,121..122,285..288	0.025	9	
Q2GI62	prediction-lip-anchor	18..33,59..69,80..104,131..151,158..191,203..205,207..231,238..271,283..311,318..346,379..387,402..415	0.456	250	
Q2GI62	homology-domain-pfam	56..91,136..171,216..251,296..331,376..414	0.334	183	
Q2GI62	prediction-disorder-espN	1..18,38..46,49..77,88..400	0.673	369	
Q2GI62	prediction-disorder-espD	38..364	0.597	327	
Q2GI62	prediction-disorder-iups	1..7,42..73,75..392,395..396,544..548	0.664	364	
Q2GI62	prediction-disorder-dis465	1..6,8..8,48..57,64..76,90..157,170..237,250..317,330..396,452..456,547..548	0.562	308	
Q2GI62	prediction-disorder-disHL	1..18,54..57,65..65,67..79,88..104,111..130,132..143,150..158,171..183,191..223,230..238,251..263,271..303,310..318,331..343,351..383,388..409,423..432,446..458,481..486,534..543,545..545,547..548	0.573	314	
Q2GI62	prediction-disorder-iupl	1..12,14..15,38..391,394..400,402..403	0.688	377	
Q2GI62	prediction-disorder-glo	1..1,3..6,8..12,483..490,539..539,541..541,544..545	0.04	22	
Q2GI62	prediction-disorder-espX	1..14,44..59,87..161,166..227,234..238,248..318,329..363	0.507	278	
Q2GI62	prediction-disorder-vsl	1..14,42..408,432..471,535..537,543..548	0.785	430	
Q2GI62	prediction-disorder-mobidb_lite	88..383	0.54	296	
Q2GI62	prediction-polyampholyte-mobidb_lite_sub	105..135,148..162,185..215,228..242,265..295,308..322,345..375	0.308	169	
Q2GI62	prediction-disorder-th_50	1..12,14..14,42..79,87..392,394..396	0.657	360	
Q2GI62	homology-domain-merge	56..91,136..171,216..251,296..331,376..414	0.334	183	
Q2GI62	curated-disorder-disprot	142..221	0.146	80	
Q2GI62	curated-disorder-merge	142..221	0.146	80	
Q2GI62	curated-disorder-priority	142..221	0.146	80	
Q2GI62	prediction-disorder-priority	88..141,222..383	0.394	216	
Q2GI62	prediction-lip-priority	18..33,59..69,80..104,131..151,158..191,203..205,207..231,238..271,283..311,318..346,379..387,402..415	0.456	250	
P52926	prediction-lip-anchor	1..33,52..73,78..93	0.651	71	
P52926	prediction-disorder-iupl	1..109	1	109	
P52926	prediction-low_complexity-seg	15..37,43..56,93..108	0.486	53	
P52926	prediction-disorder-vsl	1..109	1	109	
P52926	prediction-disorder-glo	1..1,4..4,6..6,8..8,11..60,74..80,100..101,104..104,108..109	0.606	66	
P52926	prediction-disorder-iups	1..109	1	109	
P52926	prediction-disorder-espX	1..109	1	109	
P52926	prediction-disorder-espD	1..109	1	109	
P52926	prediction-disorder-dis465	1..109	1	109	
P52926	prediction-disorder-disHL	1..109	1	109	
P52926	prediction-disorder-espN	1..109	1	109	
P52926	prediction-disorder-jronn	1..109	1	109	
P52926	homology-domain-pfam	26..36,46..58,74..85	0.33	36	
P52926	prediction-disorder-mobidb_lite	1..109	1	109	
P52926	prediction-polar-mobidb_lite_sub	1..20	0.183	20	
P52926	prediction-disorder-th_50	1..109	1	109	
P52926	prediction-low_complexity-merge	15..37,43..56,93..108,109..108	0.486	53	
P52926	homology-domain-merge	26..36,46..58,74..85	0.33	36	
P52926	curated-disorder-disprot	1..109	1	109	
P52926	curated-disorder-merge	1..109	1	109	
P52926	curated-disorder-priority	1..109	1	109	
P52926	prediction-lip-priority	1..33,52..73,78..93	0.651	71	
Q96AY2	prediction-lip-anchor	1..6,19..28,44..57,59..59,62..64,93..107,139..139,159..179,183..187,236..237,249..260,280..280,314..323,356..370,435..438	0.211	120	
Q96AY2	prediction-disorder-iupl	1..44,47..50,57..89,107..107,113..127,130..130,132..159,180..180,184..240,292..295,297..304,331..338,373..400,541..541	0.409	233	
Q96AY2	prediction-disorder-jronn	1..50,55..94,101..101,104..159,177..239,292..310,327..336,367..412,532..542	0.519	296	
Q96AY2	prediction-disorder-vsl	1..162,164..245,297..306,329..341,364..410,535..551,558..570	0.604	344	
Q96AY2	prediction-low_complexity-seg	3..21,84..92,260..274	0.075	43	
Q96AY2	prediction-disorder-glo	5..8,11..18,53..66,110..126,128..152,170..183,191..209,328..336,372..383,542..542,561..561,564..564,566..567,569..570	0.226	129	
Q96AY2	prediction-disorder-espX	1..42,114..114,149..157,177..232,330..331,365..408,560..570	0.289	165	
Q96AY2	prediction-disorder-iups	1..18,21..26,28..40,42..42,57..61,63..75,78..87,94..94,115..128,131..132,134..137,144..153,156..156,187..238,333..333,336..336,371..403,539..539,541..541,543..544,564..570	0.344	196	
Q96AY2	prediction-disorder-espD	1..79	0.139	79	
Q96AY2	prediction-disorder-dis465	1..18,29..40,82..91,110..125,196..233,295..305,374..400,535..542,566..570	0.254	145	
Q96AY2	prediction-disorder-disHL	1..42,63..65,84..92,110..118,129..140,187..247,284..309,326..336,368..403,445..451,461..468,529..551,553..553,556..570	0.461	263	
Q96AY2	prediction-disorder-espN	1..42,50..71,75..93,106..165,175..233,239..246,265..269,292..311,323..346,355..356,364..408,537..538,564..570	0.553	315	
Q96AY2	homology-domain-pfam	269..439	0.3	171	
Q96AY2	homology-domain-gene3d	247..308,309..378,380..447,467..570	0.533	304	
Q96AY2	prediction-disorder-mobidb_lite	1..42,187..233,372..400	0.207	118	
Q96AY2	prediction-polar-mobidb_lite_sub	1..16,187..214,377..399	0.118	67	
Q96AY2	prediction-polyampholyte-mobidb_lite_sub	216..233	0.032	18	
Q96AY2	prediction-disorder-th_50	1..42,50..50,55..91,110..157,177..239,295..295,297..305,329..336,368..403,537..539,541..542,564..570	0.451	257	
Q96AY2	prediction-low_complexity-merge	3..21,84..92,260..274	0.075	43	
Q96AY2	homology-domain-merge	247..447,467..570	0.535	305	
Q96AY2	curated-disorder-disprot	369..402	0.06	34	
Q96AY2	curated-disorder-ideal	178..238,246..249,295..306,320..348,358..359,368..403,448..450,535..543,567..570	0.281	160	
Q96AY2	curated-disorder-merge	178..238,246..249,295..306,320..348,358..359,368..403,448..450,535..543,567..570	0.281	160	
Q96AY2	curated-disorder-priority	178..238,246..249,295..306,320..348,358..359,368..403,448..450,535..543,567..570	0.281	160	
Q96AY2	derived-binding_mode_disorder_to_disorder-mobi	178..232,330..341,371..402,537..539,569..570	0.182	104	
Q96AY2	derived-binding_mode_disorder_to_disorder-priority	178..232,330..341,371..402,537..539,569..570	0.182	104	
Q96AY2	derived-binding_mode_disorder_to_order-mobi	233..238,403..403,448..450,535..536,540..543,567..568	0.032	18	
Q96AY2	derived-binding_mode_disorder_to_order-priority	233..238,403..403,448..450,535..536,540..543,567..568	0.032	18	
Q96AY2	derived-lip-merge	454..466	0.023	13	
Q96AY2	derived-missing_residues-th_90	178..232,330..341,371..402,537..540,569..570	0.184	105	
Q96AY2	derived-missing_residues_context_dependent-th_90	233..238,246..246,296..304,368..370,403..403,448..450,535..536,567..568	0.047	27	
Q96AY2	derived-observed-priority	239..245,250..294,307..319,349..357,360..367,404..447,451..534,544..566	0.409	233	
Q96AY2	derived-observed-th_90	239..245,247..295,305..329,342..367,404..447,451..534,541..566	0.458	261	
Q96AY2	prediction-disorder-priority	1..42	0.074	42	
Q96AY2	prediction-lip-priority	1..6,19..28,44..57,59..59,62..64,93..107,139..139,159..179,183..187,236..237,249..260,280..280,314..323,356..370,435..438	0.211	120	
Q9UPR3	prediction-lip-anchor	359..362,381..392,449..463,468..530,539..539,548..595,606..609,647..662,946..950	0.165	168	
Q9UPR3	prediction-low_complexity-seg	419..442,616..641,681..693,718..731,798..811,989..998	0.099	101	
Q9UPR3	prediction-disorder-dis465	1..15,98..104,158..162,274..277,300..309,335..343,409..409,413..453,464..502,512..554,597..604,614..639,801..820,841..853,959..964,990..996,1013..1016	0.254	258	
Q9UPR3	prediction-disorder-disHL	1..18,41..54,74..76,95..104,208..213,267..280,299..304,405..405,408..420,426..503,507..546,548..555,595..609,616..637,751..759,875..882,887..905,911..920,925..941,960..966,1013..1013,1016..1016	0.315	320	
Q9UPR3	prediction-disorder-espN	1..15,72..77,157..166,300..306,370..376,400..643,666..670,838..858,900..903,960..968	0.323	328	
Q9UPR3	prediction-disorder-espX	1..17,337..339,371..373,391..644,1014..1016	0.276	280	
Q9UPR3	prediction-disorder-iupl	1..15,400..400,403..449,451..452,454..570,574..575,590..637,816..816,851..851,907..907	0.231	235	
Q9UPR3	prediction-disorder-espD	505..547	0.042	43	
Q9UPR3	prediction-low_complexity-pfilt	620..633,814..834	0.034	35	
Q9UPR3	prediction-disorder-iups	1..16,406..565,594..639,846..846,1014..1016	0.222	226	
Q9UPR3	prediction-disorder-jronn	1..19,267..274,299..309,329..344,404..573,589..646,723..725,729..751,802..802,805..857,927..935,964..964,977..996	0.386	392	
Q9UPR3	prediction-disorder-vsl	1..17,97..104,156..163,267..285,297..318,321..324,329..345,371..376,403..645,698..745,797..854,896..901,927..936,960..967,982..982,1013..1016	0.471	479	
Q9UPR3	prediction-disorder-glo	1..1,3..7,9..12,151..157,215..218,330..332,409..447,463..511,533..561,591..635,720..724,962..985,1015..1016	0.214	217	
Q9UPR3	homology-domain-pfam	197..401,651..742,77..188,857..934	0.479	487	
Q9UPR3	prediction-disorder-mobidb_lite	408..561,594..637	0.195	198	
Q9UPR3	prediction-polyampholyte-mobidb_lite_sub	418..436,463..492,515..538	0.072	73	
Q9UPR3	prediction-disorder-th_50	1..16,300..304,404..570,590..639,846..846,851..851,962..964,1015..1016	0.241	245	
Q9UPR3	prediction-low_complexity-merge	419..442,616..641,681..693,718..731,798..811,814..834,989..998	0.12	122	
Q9UPR3	homology-domain-merge	77..188,197..401,651..742,857..934	0.479	487	
Q9UPR3	prediction-coiled_coil-uniprot	798..841	0.04330708661417323	44	
Q9UPR3	curated-disorder-disprot	924..946	0.023	23	
Q9UPR3	curated-disorder-ideal	853..854,897..897,924..944,960..977,984..993,998..998,1013..1016	0.056	57	
Q9UPR3	curated-disorder-merge	853..854,897..897,924..946,960..977,984..993,998..998,1013..1016	0.058	59	
Q9UPR3	curated-disorder-priority	853..854,897..897,924..946,960..977,984..993,998..998,1013..1016	0.058	59	
Q9UPR3	derived-binding_mode_disorder_to_disorder-mobi	853..854,897..897,926..943,960..975,987..990,1014..1016	0.043	44	
